ALink,SName,SLink,Lyric,language
/phineas-ferb/,Only Trying To Help,/phineas-ferb/only-trying-to-help.html,"Well, it's all about the boys
Playing with their macho toys
And they're making so much noise
I didn't really want to shout

My presence felt like an intrusion
Causing way too much confusion
Now I've been sent into seclusion
I've been banished and cast out

I'm not tryin' to place the blame
But I feel it just the same
That we could be, yes, we should be
In the game

My spirit's feelin' daunted
I'm not sure I'm all that wanted
Though I'm acting nonchalant it's clear
I'm starting to doubt myself

Don't want to sound too stoic
I'm not feeling that heroic
No matter what I do I blow it
And I'm only trying to help
Only trying to help
Only trying to help
Candace: Only trying to help
Only trying to help
Only trying to help
Only trying to help
Isabella: I'm only trying to help
I'm only trying to help out
I'm only trying to help now
I'm only

Only trying to help

Trying to help, Phineas",en
/justin-bieber/,Out Of Town Girl,/justin-bieber/out-of-town-girl.html,"If you know, you know I like that
Out of town girl, girl, girl, yeah, yeah, yeah
Get your hands up if you a
Out of town girl, girl, girl, yeah, yeah, yeah

Hey baby girl I like your accent-cent-cent-cent
I think I like you more because you're different-ferent-ferent
Oh, I ain't gotta ask
I can tell you'll wait for me-e-e-e
Oh, what I gotta do
Just to show you that I want you near, near, near, near near

All you gotta do is read the signs
The exit is to the right
I don't know your name, but I love your smile
I love the way you put it down down down down

If you know, you know I like that
Out of town girl, girl, girl, yeah, yeah, yeah
Get your hands up if you a
Out of town girl, girl, girl, yeah, yeah, yeah

You know I gotta hold it down for my
Out of town girl, girl, girl, yeah, yeah, yeah
You can tell, you can tell, she's a
Out of town girl, girl, girl, yeah, yeah, yeah

If you feeling me, let me know,
we gon' ride the flow-ow-ow-ow
I could be your passport, tell me where you wanna go-o-o-o
Girl don't be shy
you won't know if you never try, try, try
When you walk by
You're the only one that catches my eye, eye, eye

All you gotta do is read the signs
The exit is to the right
I don't know your name, but I love your smile
I love the way you put it down down down down

If you know, you know I like that
Out of town girl, girl, girl, yeah, yeah, yeah
Get your hands up if you a
Out of town girl, girl, girl, yeah, yeah, yeah

You know I gotta hold it down for my
Out of town girl, girl, girl, yeah, yeah, yeah
You can tell, you can tell, she's a
Out of town girl, girl, girl, yeah, yeah, yeah

All you gotta do is swag
All you gotta do is swag
All you gotta do is swag, swag, swag
All you gotta do is swag
All you gotta do is swag
All you gotta do is swag, swag, swag, swag, swag

If you know, you know I like that
Out of town girl, girl, girl, yeah, yeah, yeah
Get your hands up if you a
Out of town girl, girl, girl, yeah, yeah, yeah

You know I gotta hold it down for my
Out of town girl, girl, girl, yeah, yeah, yeah
You can tell, you can tell, she's a
Out of town girl, girl, girl, yeah, yeah, yeah

Oh no no no, she's my out of town girl, all mine
She's my out of town girl, all mine,
She's my out of town girl, yeah",en
/lou-reed/,Growing Up In Public,/lou-reed/growing-up-in-public.html,"Some people are into the power of power
The absolute corrupting power, that makes great men insane
While some people find their refreshment in action
The manipulation, encroachment and destruction of their inferiors

Growing up in public, growing up in public
Growing up in public, growing up in public with your pants down

Some people are into sadistic pleasures
They whet their desires and drool in your ears
They're quasi-effeminate characters in love with oral gratification
They edify your integrities, so they can play on your fears

They're gonna do you in public, 'cause you're growing up in public
They're gonna do it to you in public,
'Cause you're growing up in public with your pants down

Some people think being a man is unmanly
Some people think that the whole concept's a joke
But some people think being a man is the whole point
And then some people wish they'd never awoke

Up from a dream of nightmarish proportions
Down to a size neither regal nor calm
A Prince Hamlet caught the middle between reason and instinct
Caught in the middle with your pants down again

Caught in the middle, I'm really caught in the middle
I'm caught in the middle, caught in the middle deciding about you


",en
/blur/,Bank Holiday,/blur/bank-holiday.html,"Grandma has got new dentures
To eat the crust on pizza
Been taken out by her daughter
Because she thought she ought'a
The kids are eating snickers
Because they're so delicious
Then there's sticky fingers
And mother looses her knickers

(chorus)
Bank holiday comes six times a year
Days of enjoyment to which everyone cheers
Bank holiday comes with a six pack of beer
....then its back to work a.g.a.i.n.

Bar-b-que is cooking
Sausages and chicken
The patio is buzzing
The neighbours they are looking
John is down the fun pub
Drinking lots of lager
Girls and boys are on the game
All the high streets look the same

(chorus)

Back to work a.g.a.i.n.

(chorus)

Bank holiday

",en
/kurt-vile/,Wild Imagination,/kurt-vile/wild-imagination.html,"I'm looking at you
But It's only a picture so I take that back
But it ain't really a picture
It's just an image on a screen
You can imagine if I was though, right?
Just like I can imagine you can imagine it, can't you?
I got a wild imagination

[Chorus]
Give it some time [x3]
Give ya some time [x2]

[Verse 2]
I'm laughing out loud
So much it appears that I'm crying babe, yes
Come out on the porch, mama
I'll tell you about my past
there's believers and lovers
And druggers and dreamers
And drunkards and schemers
And I'm afraid that I am feeling much too many feelings
Simultaneously, at such a rapid clip

[Chorus x2]
Give it some time [x3]
Give ya some time [x2]

I'm looking at you
But It's only a picture so I take that back
But it ain't really a picture
It's just an image on a screen
You can imagine if I was though, right?
Just like I can imagine you can imagine it, can't you?
I got a wild imagination

[Chorus]
Give it some time [x3]
Give ya some time [x2]",en
/tori-amos/,Flowers Burn to Gold,/tori-amos/flowers-burn-to-gold.html,"
Where are you?
I scan the skies
Voices in the breeze
I scan the sea

Someone said they thought they saw you there
Through a cloud in the Midwest
Then I thought, could it be you?
By the way you were described
""She had the kindest eyes""

Where? Where? Where?
Where? Where? Where?

You told me once
Gardens, yes, they know
Death is not the end and
Flowers burn to gold

Someone said that they saw you there (saw you there)
On a cliff in the Southwest
Then I thought it might be you
By the way you were described
""She had the kindest eyes""

Where? Where? Where?
Where? Where? Where?

Someone prayed you were there for them (once again)
Like a miracle, miracle angel
Now I think it might be true
By the way you were described
""She had the kindest eyes""

Now I know all of it's true
By the way you were described
""She has the kindest eyes""",en
/saliva/,Write Your Name,/saliva/write-your-name.html,"Sleepin' the day away again
And all I ever dream about is you and me
And what I feel inside of me
Here I go in love again
And oh God help me please if I can make you see
If I could just make you believe
Am I gonna make you see?

I write your name across the sky
It's something I can't hide
I write your name across my mind
In my heart that beats inside

Goin' up and down again
And I know nothin's ever come so easily
For you'd I'd die, I'd beg, I'd bleed
I can't sleep, I can't pretend
Cause you are everything that I've been searching for
And I could never ask for me
Don't make me beg for more

I write your name across the sky
It's something I can't hide
I write your name across my mind
In my heart that beats inside
I write your name across the sky
It's something I can't hide
I write your name across my mind
In my heart that beats inside

Come on, Come on
(Yeah, yeah, yeah)
C-c-c-come on, Come on
(Yeah, yeah, yeah)
Come on, Come on
(Yeah, yeah, yeah)
C-c-c-come on, come on

I write your name across the sky
It's something I can't hide
I write your name across my mind
And my heart that beats inside
I write your name across the sky
It's something I can't hide
I write your name across my mind
In my heart that beats inside.",en
/prince/,The Beautiful Ones,/prince/the-beautiful-ones.html,"Baby, baby, baby
What's it gonna be
Baby, baby, baby
Is it him or is it me?
Don't make me waste my time
Don't make me lose my mind baby

Baby, baby, baby
Can't u stay with me tonight
Oh baby, baby, baby
Don't my kisses please u right
U were so hard 2 find
The beautiful ones, they hurt u everytime

Paint a perfect picture
Bring 2 life a vision in one's mind
The beautiful ones
Always smash the picture
Always everytime

If I told u baby
That I was in love with u
Oh baby, baby, baby
If we got married
Would that be cool?

U make me so confused
The beautiful ones
U always seem 2 lose

Baby, baby,
Baby, baby,
Baby, baby,
Baby,
What's it gonna be baby?

Do u want him?
Or do u want me?
Cause I want u
Said I want u
Tell me, babe
Do u want me?
I gotta know, I gotta know
Do u want me?
Baby, baby, baby
Listen 2 me
I may not know where I'm going (babe)
I said I may not know what I need
One thing, one thing's 4 certain baby
I know what I want, yeah
and if it please u baby
please u, baby
I'm begging down on my knees
I want u
Yes I do
Baby, baby, baby, baby
I want you

Yes I do

",en
/the-exploited/,Fuck The System,/the-exploited/fuck-the-system.html,"It doesn't really matter
What you've got to say
They never fucking listen
To you any way

[Chorus]
So fuck the system
You can bring it down
So fuck the system
We can bring it down

Future is chaos and anarchy
The misery continues
It's the governement way

[Chorus]
So fuck the system
You can bring it down
So fuck the system
Chaos will bring it down

Get up and stand up
And fight back now
They didn't want to listen
But they'll listen now

[Chorus]
So fuck the system
You can bring it down
So fuck the system
We can bring it down

Thousands of homeless
And more each day
The misery continues
It's the government way
Fuck the government

[Chorus]
So fuck the system
You can bring it down
So fuck the system
Chaos will bring it down

",en
/rage/,The Beggar's Last Dime,/rage/the-beggars-last-dime.html,"We all live with that cliché: the underdog, the poor
From the void makes it big time, a miracle in store
The working class, true believers of this fairytale
Suffering hard every day to buy their stocks 'n' rates

Follow them, you fools, while they're f...ing in their pools
Weep and eat their lies
Follow them, you fools, while they're making all your rules
Let them steal your dimes

Forever and ever the rich is getting fat
By stealing the beggar's last dime
Whatever, no matter, this greed ain't getting better
Stealing the beggar's last dime

The upper class with their millions, keeping all doors locked
And you're not, not invited when they live on top
In this game it's decided who will win or lose
When the rich cashes in the poor man sells his shoes

In the yellow press, where you follow their excess
Wish to be like them
While you dream you've won they are playing with your doe
Oops – and now it's gone

Forever and ever the rich is getting fat
By stealing the beggar's last dime
Whatever, no matter, this greed ain't getting better
Stealing the beggar's last dime
Stealing the beggar's last dime

Forever and ever the rich is getting fat
Whatever, no matter,the poor is getting mad",en
/blake-shelton/,I Don't Care,/blake-shelton/i-dont-care.html,"There she was laughin', talkin'
Window shoppin' with a new guy
And I'd heard about him
I heard she found him right around when we said goodbye

And I came real close and almost lost my temper
But I bit my tongue, kept my cool, 'cause I remembered

I don't care
She don't matter
I don't love her anymore, he can have her!
I don't know why it slips my mind
I tell myself all the time
Guess I forgot again for a second there
That I don't care

Almost 10:00
I should've known his car would still be parked in her drive
Almost pulled in
Knocked on her door and gave her a piece of my mind

Oh, but I just kept on driving back to my place
Wonderin' why I went so far out of my way when

I don't care
She don't matter
I don't love her anymore, he can have her!
I don't know why it slips my mind
I tell myself all the time
Guess I forgot again for a second there
That I don't care

When I got home, the light was blinkin' on that old machine
She said, ""my brother's been in town, but he just left
And, I miss you! give me a ring""

I still care
She's all that matters
I still love her just like always, gotta have her
I never got her off my mind, been hopin' she would call sometime
I know it's late, to be drivin' over there, but I don't care
I don't care",en
/christina-milian/,Twitch,/christina-milian/twitch.html,"Christina Milian Guest Artists: None Album Christina Milian Track

Verse 1:

Baby every now and then you disappear from this earth. And where you been and
where you go I don't know. But when you didn't show up 'til 2. I'm like where
'was you'? Your late again (you) didn't call on the cell that I bought cuz
Chorus:

I figured out when you open your mouth. First you start forgettin' then your
palms start sweatin'. Then you twitch, twitch. You can't disguise when you're
caught in a lie. You always reply with a twitch, twitch.

Verse 2:

It's true, your body language told on you. Tell me what'd you do? First you
lie, start to stutter. What's your problem? I'm no your mother. You're guilty
and one day you gonna feel me but you should know it's not right, it's not
okay, I wasn't born yesterday.

Chorus:

I figured out when you open your mouth. First you start forgettin' then your
palms start sweatin'. Then you twitch, twitch. You can't disguise when you're
caught in a lie. You always reply with a twitch, twitch.

Bridge:

Speak up, I can't hear you. What did you say boy wussup? You so crazy acting
this way, is there something in your eyes cuz you twitch when you look at mine.
Speak up, I can't hear you. What did you say boy wussup? You so crazy acting
this way, is there something in your eyes cuz you twitch when you look at mine.




Chorus:

I figured out when you open your mouth. First you start forgettin' then your
palms start sweatin'. Then you twitch, twitch. You can't disguise when you're
caught in a lie. You always reply with a twitch, twitch.
I figured out when you open your mouth. First you start forgettin' then your
palms start sweatin'. Then you twitch, twitch. You can't disguise when you're
caught in a lie. You always reply with a twitch, twitch.

""Twitch""






























",en
/2-chainz/,Fightin' In The Club,/2-chainz/fightin-in-the-club.html,"They fightin' in tha club
We drugged out
(Drugged out)
So clear tha club out
(Club out)
Niggas get drugged out
(Drugged out)

They say they fightin' in tha club
We drugged out
(Drugged out)
So clear tha club out
(Club out)
Niggas get drugged out
(Drugged out)
They say they fightin' in tha club

Yeah, deal 'em bitch recognize I'm back up on my grind hoe
Niggas talkin' this and that and wonder how I sound hoe
Oh, now you hatin' Dtp 'cause we got tha game sole
Bottom line you gotta problem then tell it to my now hoe

Well, fuck ya boy he somebody and swing it till that nigga dead
Chingy make a chicken head, tell that give me head
You can die tonight hoe, get a pill roll on
Feezy where them hoes at, Tity otta throw gone

D my sista stun 'em man I hope that I'll support her
You can tell my niece call her I will die for her father
I-20 is a street nigga better recognize we ain't gotta go our sides
We can do it it in tha filth

We drugged out
(Drugged out)
So clear tha club out
(Club out)
Niggas get drugged out
(Drugged out)
They say they fightin' in tha club

We drugged out
(Drugged out)
So clear tha club out
(Club out)
Niggas get drugged out
(Drugged out)
They say they fightin' in tha club

Now you can catch me in tha Dndnc
Them boys throwin' up they thumbs
North, north won this bitch nigga where you from
South side, east side, west side there reclyin'
Boys throwin' up signs tryin' to start a fuckin' riot

Bangin,niggas real gangstas in tha M-Town
But I'm from the hazel this is the type of shit I been round
Nigga yeah, fuck y'all niggas ya niggas wankstas
And got his ass beat down with bottles chairs and tables

We drugged out
(Drugged out)
So clear tha club out
(Club out)
Niggas get drugged out
(Drugged out)
They say they fightin' in tha club

We drugged out
(Drugged out)
So clear tha club out
(Club out)
Niggas get drugged out
(Drugged out)
They say they fightin' in tha club

There's a chair over there and a bottle on tha left
Ain't nobody playing fair ever man for themselves
When the push come to tha shove back to tha push
You against us now us against you

All the buses came in 22's when the spre whole crew
Now everybody gone run when you run I thought I seen a gun
But they fightin' in tha club
Got people doing stunts got people rolling blunts
Got people in the ring go people that have sense
You need to stay low till you get out this buildin'
Burstin' everythin' even ya enemy

Niggas swingin' pool sticks niggas throwin' pool balls
Got niggas throwin' bottles and got them throwin' them all
Don't get locked up and get out tomorrow
They fightin' in the club

It's all our fault had to go to waste 'cause all us folks
We used everthin' for all us quote they took everythin' from all us
Folks my blue shirt and they all got tore
Break pay for it we all got dough buck 'em bust buck 'em bust
They fightin' in tha club

We drugged out
(Drugged out)
So clear tha club out
(Club out)
Niggas get drugged out
(Drugged out)
They say they fightin' in tha club

We drugged out
(Drugged out)
So clear tha club out
(Club out)
Niggas get drugged out
(Drugged out)
They say they fightin' in tha club

They fightin' you fightin' then get out tha spot
Hey black creep out tha ride and get ya shit and pop
Hey black don't get pushed up to tha block they started I am
Don't make me up my peace and turn ya brains into some jams

Ya heard that nigga got scared, ya scared bust his head with
A bear ya heard, why you runnin' over here to scared
Fuck them blazers that urb barlin', parkin' it's like them tennis
So did I mention that Dtp will tear tha club up
Bitch nigga what's up don't get fucked up we'll blow yo truck up
From Atlanta to St.Louis they bangin' gangs or not
Yeah, I bang a Ak and I gotta a gang a shot
Don't get shot, I'm from tha block

We drugged out
(Drugged out)
So clear tha club out
(Club out)
Niggas get drugged out
(Drugged out)
They say they fightin' in tha club

We drugged out
(Drugged out)
So clear tha club out
(Club out)
Niggas get drugged out
(Drugged out)
They say they fightin' in tha club, okay",en
/george-jones/,Honky Tonk Song,/george-jones/honky-tonk-song.html,"I saw those blue lights flashin' over my left shoulder
He walked right up and said get off that riding mower
I said sir let me explain before you put me in the tank
She took my keys away and now she won't drive me to drink
I need a honky tonk song a cold cold beer
A hardwood floor a smoky atmosphere
A pocket full of change to last me all night long
I gotta hear old Hank a moanin' a honky tonk song
[ guitar ]
He didn't show me much compassion when I tried to walk that line
As he put those handcuffs on me I said give me one more try
He never even cracked a smile when he threw me in the car
So I said sir if you don't mind oh would you drop me off in a bar
I need a honky tonk song...
I gotta hear old Hank a moanin' a honky tonk song",en
/cat-power/,Not what you want,/cat-power/not-what-you-want.html,"I am not what you want
There's no telling how long
I am not what you want
There's no telling how long I'll be here
I am not what you want X3
There's no telling how long
I've checked
I've checked to find
I've checked
I've checked to find
I am not for you one
There's no telling how long
Go figure that out
Figure that out
I am not what you want X6
I've checked
I've checked to find
I am not what you want X5
There's no telling how long I'll be here
I am not what you want
There's no eyes in your own head
I'll check
I'll check tonight
I am not what you want
There's no telling how long I'll be here
I am not what you want
There's no eyes in your head
In your head
At least I cannot see them
In your head
I'm not what you want
I'll get
Nothing X3
Tonight
I'm not what you want
There's no telling how long I'll be here
Be here
",en
/ne-yo/,Pour Me Up,/ne-yo/pour-me-up.html,"Because I text you 20 times and got no response, no
Because you didn't bother callin' me not even once
(not even once)
Not one call, forreal?
Because I already got more than half the bottle
down, down, down, down
I guess it don't make any sense to stop now
no still got some issues to drown

I'm thinkin' I'm gon' need another one
before I'm completely done
If they got somethin' to say, tell 'em it's my birthday
Tell 'em it's my birthday, I ain't drivin' anyway
I might as well get throwed
I'm tipsy singin', oh, woah, oh
'Cause you don't know my life
And I'm livin' mine right
Man I'm faded singin', oh, woah, oh
Don't talk about it just pour me up
Just pour me up mine, yeah
Just pour me up mine
I'm not numb yet so just pour me up mine
(woah, woah, woah, woah)
Yeah, just pour me up mine
(woah, woah, woah, woah, yeah)

If I ain't seein double (seein' double)
Then I ain't in no trouble
I can still feel the trouble in my head, I need a double
And don't make [?]
She home run from somethin'
Sit back and judge like it's just me
that's runnin', runnin' to the ball who comin'
[Chorus]
I'm thinkin' I'm gon' need another one
before I'm completely done
If they got somethin' to say, tell 'em it's my birthday
Tell 'em it's my birthday, I ain't drivin' anyway
I might as well get throwed
I'm tipsy singin', oh, woah, oh
'Cause you don't know my life
And I'm livin' mine right
Man I'm faded singin', oh, woah, oh
Don't talk about it just pour me up

I don't know what you been through
But I bet you got problems we all damn do
In the name of the struggle, raisin' two's
To forgettin' about, what you stressin' the most tonight
Oh, woah, oh, woah
Man I'm faded singin'
Oh, woah, oh, woah
Don't hold me now

Tipsy singin', oh, woah, oh
'Cause you don't know my life
And I'm livin' mine right
Man I'm faded singin', oh, woah, oh
Don't talk about it just pour me up
Just pour me up mine",en
/dmx/,The Storm (Skit),/dmx/the-storm-skit.html,"<rain>

(Men Talking)
You know what I'm sayin though, yo I been hearin shit about this kid X, man
I think that nigga bullshit(Yeah) word up,I been hearin mad shit about he be
robbin niggaz and shit, (Yeah what you know about that),I'm just sayin man,
what people be sayin,you know what I'm sayin? (What people, who?)All types of
people,(Crackheads, or what?) (Drug addicts?) Naw, naw niggaz be sayin he
robbin niggaz and stuff like that...That's, that's wack yo (That's bullshit,
yo). (You rob niggaz...what the fuck you talkin bout?)I, I do mine...but he
rich, he a rich nigga he don't need to rob nobody, (C'mon...nigga, you ain't
???,the fuck you talkin bout)...(You know, I know your pops,he told me you's
a little knucklehead mothafucker...You need to raise, you need to stop, you
need to go to the mars or sumthin like that...You need to get your shit
together man...You out here listening to all these niggaz on the corner
smokin blunts and 40's and all that shit, that shit, look cool and all that
Your head ain't right....<goes into song ""Look Thru My Eyes"">
",en
/the-clash/,Straight to Hell,/the-clash/straight-to-hell.html,"If you can play on the fiddle
How's about a british jig and reel?
Speaking king's english in quotation
As railhead towns feel the steel mills rust water froze
In the generation
Clear as winter ice
This is your paradise

There ain't no need for ya
Go straight to hell boys

Y'wanna join in a chorus
Of the amerasian blues?
When it's christmas out in ho chi minh city
Kiddie say papa papa papa papa-san take me home
See me got photo photo
Photograph of you
Mamma mamma mamma-san
Of you and mamma mamma mamma-san
Lemme tell ya 'bout your blood bamboo kid.
It ain't coca-cola it's rice.

Straight to hell
Oh papa-san
Please take me home
Oh papa-san
Everybody they wanna go home
So mamma-san says

You wanna play mind-crazed banjo
On the druggy-drag ragtime u.s.a.?
In parkland international
Hah! junkiedom u.s.a.
Where procaine proves the purest rock man groove
And rat poison
The volatile molatov says-

Pssst...
Hey chico we got a message for ya...
Vamos vamos muchacho
From alphabet city all the way a to z, dead, head

Go straight to hell

Can you really cough it up loud and strong
The immigrants
They wanna sing all night long
It could be anywhere
Most likely could be any frontier
Any hemisphere
No man's land and there ain't no asylum here
King solomon he never lived round here

Go straight to hell boys",en
/bruce-springsteen/,Vibes Man,/bruce-springsteen/vibes-man.html,"Vibes man in the alley, play me your spitball serenade,
And a deeper blue and you'll be playing in your grave.
Save your notes, spend them on your blues, boy.
Help your darlin' yearlin' blues, boy.
Hit the church note, ring it!
Vibes man sing the trashcan hear your junkman singing.

Fish lady, don't you bait those tenement walls.
Don't take corner boys because they're too easy.
You were born black and blue,
You didn't have to wait for somebody to hit you.

Take my arm, I'll move with you down Broadway.
Take my arm, oh honey, I'll walk with you down Broadway.
I'm the young man and I'll be proud,
And I can talk real loud.
And I'm from out of town, too.

Won't you come home with me.
Won't you come home with me.
But no, cause she won't take a train,
Oh, she won't take that train.
Oh, she won't take a train.
Oh, she won't take that train.
She won't take a train.
Oh, she won't take that train.
Oh, she won't take a train.
Oh, she won't take that train.
You won't take the train.
She won't take the train.

Cause she's afraid those tracks are gonna slow her down.
And when she turns around,
I'm gonna be gone like the ???????
",en
/hooverphonic/,Satin Doll,/hooverphonic/satin-doll.html,"This scary face on the wall
His watch kills every minute
With a Sherlock Holmes hat
And a rope around his neck
'Cause she said

Satin Doll, satin Doll
Step by step
Against the wall, against the wall
Step

'Cause she said
Satin Doll, satin Doll
Step by Step
Promises
Promises
Is what she said

Who's the vampires praying
He strangles me every minute
These purple eyes talk to him
Get me out of this constraint

Satin Doll, satin Doll
Step by step
Against the wall, against the wall
Step...

",en
/ashley-tisdale/,Toxic (Feat. Chris French),/ashley-tisdale/toxic-feat-chris-french.html,"Baby, can't you see? I'm callin'
A guy like you should wear a warnin'
It's dangerous, I'm fallin'
There's no escape, I can't wait
I need a hit, baby, give me it
You're dangerous, I'm loving it

Too high, can't come down
Losing my head, spinning 'round and 'round
Do you feel me now?

With a taste of your lips, I'm on a ride
You're toxic, I'm slipping under
With a taste of a poison paradise
I'm addicted to you
Don't you know that you're toxic?
And I love what you do
Don't you know that you're toxic?

It's getting late to give you up
I took a sip from my devil's cup
Slowly, it's taking over me

Too high, can't come down
It's in the air and it's all around
Can you feel me now?

With a taste of your lips, I'm on a ride
You're toxic, I'm slipping under
With a taste of a poison paradise
I'm addicted to you
Don't you know that you're toxic?
And I love what you do
Don't you know that you're toxic?
Don't you know that you're toxic?

(With a taste of your lips, I'm on a ride)
You're toxic, I'm slipping under
With a taste of a poison paradise
I'm addicted to you
Don't you know that you're toxic?

With a taste of your lips, I'm on a ride
You're toxic, I'm slipping under (toxic!)
With a taste of a poison paradise
I'm addicted to you
Don't you know that you're toxic?

Intoxicate me now, with your lovin' now
I think I'm ready now
(I think I'm ready now)
Intoxicate me now, with your lovin' now
I think I'm ready now",en
/neil-young/,Monsanto Years,/neil-young/monsanto-years.html,"You never know what the future holds in the shallow soil
of Monsanto, Monsanto
The moon is full and the seeds are sown
while the farmer toils
for Monsanto, Monsanto
When these seeds rise they're ready for the pesticide
And Roundup comes and brings the poison tide
of Monsanto, Monsanto

The farmer knows he's got to grow what he can sell
Monsanto, Monsanto
So he signs a deal for GMOs that makes life hell
with Monsanto, Monsanto
Every year he buys the patented seeds
Poison-ready they're what the corporation needs, Monsanto

When you shop for your daily bread and walk the aisles
of Safeway, Safeway
Find the package to catch your eye that makes you smile
at Safeway, at Safeway
Choose a picture of an old red barn on a field of green
With the farmer and his wife and children
to complete the scene
at Safeway, at Safeway

Dreams of the past come flooding
back to the farmer's mind, his mother and father
Family seeds they used to save were gifts from God
not Monsanto, Monsanto
Their own child grows ill near the poisoned crops
While they work on, they can't find an easy way to stop
Monsanto, Monsanto

Don't care now what the Bible said so long ago
not Monsanto, Monsanto
Give us this day our daily bread and let us not go
with Monsanto, Monsanto
The seeds of life are not what they once were
Mother Nature and God don't own them anymore",en
/korn/,Calling Me Too Soon,/korn/calling-me-too-soon.html,"Hear you calling
Hate for dialing
You're so cheap but you can't stay
Won't be easy
'cause you please me
Life will not get stopped to blame
Don't make something
Out of nothing
Till your dreams just slip away
Devil with me
Doesn't fist me
Doesn't temper one more day

All along
I thought I was wrong
Also it's screamed across the room
All along
I feel it's strong
I feel it calling
Calling me too soon

One more timing
Hearing whining
Die disgust away from me
Playful sinner
Want be inner
Please just stay away from me
It's good headache
Little fumbling
Like a message late for me
Let me tinder
One last binder
Going down so great for me

All along
I thought I was wrong
Also it's screamed across the room
All along
I feel it's strong
I feel it calling
Calling me too soon
(calling me too soon)

(I don't need you)
(I don't need)
I don't need you!
What the fuck you're here for?
Someone press against the door!
Oh no don't go!
Imma break it down!
All of me is tied and bored!
I don't need no!
Is there vial more!
Crush the day when I was born!
I don't need you!
What the fuck's it for?
Someone press against the door!

All along
I thought I was wrong
Also it's screamed across the room
All along
I feel it's strong
I feel it calling me too soon
All along
I thought I was wrong
Also it's screamed across the room
All along
I feel it's strong
(calling me too soon)

I don't need you!
I don't need you!",en
/skeeter-davis/,I Still Miss Someone,/skeeter-davis/i-still-miss-someone.html,"At my door the leaves are falling a cold wild wind will come
Sweethearts walk by together and I still miss someone
For I never got over those blue eyes I see them everywehere
I miss those arms that held me when all the love was there
[ fiddle ]
I go out on a party to look for a little fun
All I find is a darkened corner cause I still miss someone
For I never got over those blue eyes...
[ banjo - steel ]
I wonder if he's sorry for leaving what we'd begun
There's someone for me somewhere but I still miss someone
For I never got over those blue eyes...",en
/yes/,Clear Days,/yes/clear-days.html,"(Anderson)

I once knew a sweet young girl;
Her body was her world of love,
Her laughter was as happiness is.
Of all the times I treasure this.
And on a day we will remember,
On a clear day we will love forever.

I once knew a sweet young dream,
That if life itself were all we had
And who are we to ask for more;
Let's not decide, let's be sure.
And on a day we will remember,
On a clear day we'll all be together,
Together.
",en
/johnny-cash/,Cocaine Carolina,/johnny-cash/cocaine-carolina.html,"Morning found me lyin' on a floor in New Orleans
Looking like the patches was about to eat my jeans
Feeling like my belly was a warehouse for the blues
And I sure miss my sweet Cocaine Carolina
Met her on an oceanliner called her Cocaine Carolina
She was quite a lady then and I was twenty two
God knows how much I adored her I just never could afford her

Cocaine Carolina how did I get hooked on you
So goodbye Cocaine Carolina you and I are through
I'm going back to Sandy Scuggs she knows just what to do
She don't love me for my money she just wants my body honey
Cocaine Carolina how did I get hooked on you

Oh someone said if I was lucky I could go back to Kentucky
Lexington was famous for its bluegrass and its hills
Carolina we should get up don't you know we'll have to sped up
Baby I should go to California

Goodbye Cocaine Carolina...
Oh goodbye Cocaine Carolina...
Oh goodbye Cocaine Carolina...",en
/blind-guardian/,Hallelujah,/blind-guardian/hallelujah.html,"Hallelujah

I am a preacher with a message for my people
Over the world, scratching on the ground
Looking for the peace that nobody has found

I am a spokesman for a better way of living
Love is the word and it can be heard
If you are young the message can be sung

Let me hear you sing, Hallelujah

Oh tell it to the man who's power is the sermon on the wall
Tell it to the man who says you can misjudge them all
Tell it 'till it can be heard above the wailing of the crowd
Tell it on the field of war and hope you'll soon be justified

There is a better way of life and it's not so hard to find
If you live and let the people in your world speak its mind

I am the pupil who sells his life for freedom
All over the world and it can be heard
If you are young the message can be sung

Hallelujah",en
/cocteau-twins/,Blood Bitch,/cocteau-twins/blood-bitch.html,"Blood woman
Blood bitch
There's a corona
A corona swelling

Pressing hands
Against this scar
There's no warmth
There's no warmth to be felt

Don't damage my altar
Don't damn this cold flame
Neither one or the other
Has much form or shape

Cold burns powerful
Has powerful needs
Holds back
What's my worth?
There's a fire

I'll paint the blood bitch
The blood bitch black
Lift or carry us(curious?)
Your the same old song
",en
